PCBIndex,PadID,Step,StepOrderNo,ShapeID,SizeArea,ComponentID,PosX,PosY,SizeX,SizeY,Volume,Height,Area,OffsetX,OffsetY,Result,RealVol,RealArea,PinNumber,BRDir,BRLength,SHLength,SHBal,Array,ScaleX,ScaleY,ShapeError,BridgeError,MaxHeight,RealSizeX,RealSizeY,Frame,Group,ApertureSizeX,ApertureSizeY,PadComment,OffsetInFrmX,OffsetInFrmY,SizeInFrmX,SizeInFrmY,MultiResult,AreaRatio,CorrectedResult,BridgedPadsNum
2399,811,0,0,2,266898.8,TP7_3,110.95,6.749997,169.9993,1569.999,116.8797,95.22788,122.7369,4.542201,-72.23236,15,3.119506E+07,327583.2,4,3,0,0,0,1,14.86011,14.86267,0,0,149.018,261.0405,1545.614,13,2,0,0," ",1318,1783,32,127,32768,0.766954,0,0
2399,812,0,0,2,266898.8,TP7_3,111.35,6.749997,169.9993,1569.999,114.4001,94.9695,120.4599,9.833573,-75.714,1,3.053325E+07,321505.9,5,3,0,0,0,1,14.86011,14.86374,0,0,152.2666,273.9959,1510.912,13,2,0,0," ",1345,1783,32,127,0,0.766954,0,0
2399,813,0,0,2,266910.2,TP7_3,111.75,6.749997,170.0065,1569.999,111.0694,94.37405,117.6906,8.331694,-71.33212,1,2.964554E+07,314128.1,6,3,0,0,0,1,14.86027,14.86373,0,0,148.8664,260.004,1511.238,13,2,0,0," ",1370,1783,34,127,0,0.766954,0,0
2399,814,0,0,2,266910.2,TP7_3,112.15,6.749997,170.0065,1569.999,113.355,95.45952,118.7467,8.386465,-75.52659,1,3.02556E+07,316946.9,7,3,0,0,0,1,14.8609,14.86364,0,0,150.7574,256.7006,1518.109,13,2,0,0," ",1397,1783,33,127,0,0.766954,0,0
2399,815,0,0,2,266893.1,TP7_3,112.55,6.749997,169.9957,1569.999,114.5487,100.3081,114.1968,7.838654,-84.44073,1,3.057224E+07,304783.3,8,3,0,0,0,1,14.86097,14.86331,0,0,175.5323,257.696,1475.811,13,2,0,0," ",1424,1783,33,127,0,0.766954,0,0
2399,816,0,0,2,266893.1,TP7_3,112.95,6.749997,169.9957,1569.999,116.2278,99.1663,117.2049,3.921953,-66.135,1,3.10204E+07,312811.9,9,3,0,0,0,1,14.86061,14.86359,0,0,169.1697,276.4251,1527.933,13,2,0,0," ",1451,1783,33,127,0,0.766954,0,0
2399,817,0,0,2,266893.1,TP7_3,113.35,6.749997,169.9957,1569.999,110.206,97.4806,113.0543,10.80251,-77.80242,1,2.941321E+07,301734,10,3,0,0,0,1,14.86048,14.86375,0,0,159.3383,256.7841,1465.456,13,2,0,0," ",1478,1783,33,127,0,0.766954,0,0
2399,818,0,0,2,266895.9,TP7_4,126.55,7.749997,169.9975,1569.999,107.9764,97.02367,111.2887,2.55834,-80.03904,1,2.881845E+07,297025,1,3,0,0,0,1,14.85324,14.85724,0,0,144.817,265.4046,1491.673,3,2,0,0," ",513,1784,34,127,0,0.766954,0,0
2399,819,0,0,2,266897.3,TP7_4,126.95,7.749997,169.9984,1569.999,106.1693,94.33601,112.5437,3.931028,-71.69328,1,2.833629E+07,300376.2,2,3,0,0,0,1,14.85377,14.85811,0,0,143.1186,270.1349,1510.092,3,2,0,0," ",540,1784,34,127,0,0.766954,0,0
2399,820,0,0,2,266897.4,TP7_4,127.35,7.749997,169.9984,1569.999,100.8069,90.75492,111.0759,7.532086,-54.35695,1,2.690509E+07,296458.8,3,3,0,0,0,1,14.85384,14.85793,0,0,138.6946,251.5697,1507.093,3,2,0,0," ",567,1784,33,127,0,0.766954,0,0
2399,821,0,0,2,266908.8,TP7_4,127.75,7.749997,170.0056,1569.999,108.469,95.17188,113.9717,9.979318,-104.1336,1,2.895133E+07,304200.4,4,3,0,0,0,1,14.85429,14.85758,0,0,160.5095,255.2818,1494.782,3,2,0,0," ",594,1784,33,127,0,0.766954,0,0
2399,822,0,0,2,266897.4,TP7_4,128.15,7.749997,169.9984,1569.999,103.6653,94.78426,109.3697,6.239484,-75.02737,1,2.766799E+07,291904.9,5,3,0,0,0,1,14.85436,14.85748,0,0,156.2551,253.8841,1501.948,3,2,0,0," ",621,1784,33,127,0,0.766954,0,0
2399,823,0,0,2,266895.9,TP7_4,128.55,7.749997,169.9975,1569.999,102.4638,93.75555,109.2882,6.710086,-80.6951,1,2.734717E+07,291685.9,6,3,0,0,0,1,14.85449,14.85782,0,0,161.3464,243.9303,1497.042,3,2,0,0," ",649,1784,32,127,0,0.766954,0,0
2399,824,0,0,2,266921.6,TP7_4,128.95,7.749997,170.0138,1569.999,97.16534,90.75156,107.0674,2.165081,-58.3697,1,2.593553E+07,285786.1,7,3,0,0,0,1,14.85456,14.85814,0,0,157.8591,257.5513,1514.139,3,2,0,0," ",676,1784,32,127,0,0.766954,0,0
2399,825,0,0,2,266897.4,TP7_4,129.35,7.749997,169.9984,1569.999,99.854,90.85385,109.9062,5.184222,-84.38064,1,2.665077E+07,293336.7,8,3,0,0,0,1,14.85455,14.85752,0,0,149.779,262.8169,1487.771,3,2,0,0," ",703,1784,32,127,0,0.766954,0,0
2399,826,0,0,2,266897.3,TP7_4,129.75,7.749997,169.9984,1569.999,97.38048,88.22234,110.3807,11.07941,-56.19855,1,2.599059E+07,294603.3,9,3,0,0,0,1,14.85474,14.85763,0,0,149.9153,253.615,1493.718,3,2,0,0," ",730,1783,32,127,0,0.766954,0,0
2399,827,0,0,2,266895.9,TP7_4,130.15,7.749997,169.9975,1569.999,99.74514,90.64359,110.041,9.281591,-62.78608,1,2.662157E+07,293695,10,3,0,0,0,1,14.8549,14.85769,0,0,158.2977,251.8306,1495.603,3,2,0,0," ",756,1783,33,127,0,0.766954,0,0
2399,828,0,0,2,266899.5,TP7,8.949997,4.749997,169.9997,1569.999,128.6709,105.0242,122.5154,18.85582,-98.86582,5,3.434219E+07,326993,1,3,0,0,0,1,14.8583,14.87381,0,0,185.8166,303.5871,1506.658,25,2,0,0," ",498,1853,32,125,34848,0.766954,0,0
2399,829,0,0,2,266898.8,TP7,9.349997,4.749997,169.9993,1569.999,119.8108,102.1345,117.3069,21.93274,-45.22928,11,3.197737E+07,313090.7,2,3,0,0,0,1,14.85883,14.87428,0,0,177.6789,291.298,1455.348,25,2,0,0," ",525,1853,32,125,2048,0.766954,0,0
2399,830,0,0,2,266900.2,TP7,9.749997,4.749997,170.0002,1569.999,128.3377,108.5912,118.1843,20.57225,-111.2128,5,3.425337E+07,315434.2,3,3,0,0,0,1,14.85874,14.87412,0,0,202.3505,291.7234,1472.181,25,2,0,0," ",552,1852,32,126,2080,0.766954,0,0
2399,831,0,0,2,266898.8,TP7,10.15,4.749997,169.9993,1569.999,121.0158,102.8557,117.656,16.73806,-94.82568,11,3.229899E+07,314022.4,4,3,0,0,0,1,14.85892,14.87433,0,0,199.8271,280.9982,1489.725,25,2,0,0," ",579,1852,32,126,2048,0.766954,0,0
2399,832,0,0,2,266900.2,TP7,10.55,4.749997,170.0002,1569.999,121.1479,105.0243,115.3523,12.50282,-76.19281,11,3.23344E+07,307875.5,5,3,0,0,0,1,14.859,14.87398,0,0,230.1003,270.181,1454.817,25,2,0,0," ",606,1852,32,126,2048,0.766954,0,0
2399,833,0,0,2,266900.3,TP7,10.95,4.749997,170.0002,1569.999,117.975,100.2419,117.6902,17.32053,-104.347,1,3.148755E+07,314115.6,6,3,0,0,0,1,14.85913,14.87403,0,0,197.6458,270.5569,1495.485,25,2,0,0," ",633,1852,32,126,0,0.766954,0,0
2399,834,0,0,2,266898.8,TP7,11.35,4.749997,169.9993,1569.999,121.2088,102.3281,118.4511,14.43751,-105.3799,11,3.235048E+07,316144.6,7,3,0,0,0,1,14.85924,14.87374,0,0,199.217,271.2655,1461.617,25,2,0,0," ",660,1852,32,126,2048,0.766954,0,0
2399,835,0,0,2,266900.2,TP7,11.75,4.749997,170.0002,1569.999,113.1734,96.28025,117.5458,25.23459,-81.32465,1,3.020601E+07,313730.1,8,3,0,0,0,1,14.85924,14.87345,0,0,189.1526,293.0392,1473.332,25,2,0,0," ",687,1852,32,126,0,0.766954,0,0
2399,836,0,0,2,266900.2,TP7,12.15,4.749997,170.0002,1569.999,118.5701,100.4807,118.0029,18.63144,-96.20252,1,3.164638E+07,314949.9,9,3,0,0,0,1,14.85944,14.87329,0,0,199.5574,277.4183,1503.065,25,2,0,0," ",713,1852,33,126,0,0.766954,0,0
2399,837,0,0,2,266898.8,TP7,12.55,4.749997,169.9993,1569.999,118.2978,99.90735,118.4076,20.63969,-92.75845,1,3.157355E+07,316028.3,10,3,0,0,0,1,14.85964,14.87389,0,0,190.6641,285.9637,1470.369,25,2,0,0," ",740,1852,33,126,0,0.766954,0,0
2399,838,0,0,2,266904.5,TP7_5,25.75,5.749997,170.0029,1569.999,134.422,103.6739,129.6586,28.27776,-78.94547,5,3.587784E+07,346064.5,1,3,0,0,0,1,14.86279,14.87331,0,0,177.3172,306.5087,1549.736,25,2,0,0," ",1628,1782,32,127,34848,0.766954,0,0
2399,839,0,0,2,266898.8,TP7_5,26.15,5.749997,169.9993,1569.999,126.1551,101.5468,124.2335,29.62949,-87.98096,5,3.367064E+07,331577.8,2,3,0,0,0,1,14.86191,14.8735,0,0,176.0128,275.1685,1527.553,25,2,0,0," ",1655,1782,32,127,34848,0.766954,0,0
2399,840,0,0,2,266904.5,TP7_5,26.55,5.749997,170.0029,1569.999,119.832,99.96849,119.8697,24.73413,-82.12093,1,3.198368E+07,319937.7,3,3,0,0,0,1,14.86152,14.87331,0,0,178.2357,266.9558,1505.87,25,2,0,0," ",1682,1782,32,127,0,0.766954,0,0
2399,841,0,0,2,266898.8,TP7_5,26.95,5.749997,169.9993,1569.999,126.6706,103.1018,122.8598,29.23806,-71.86078,5,3.380824E+07,327911.2,4,3,0,0,0,1,14.86214,14.87363,0,0,184.981,293.5453,1504.461,25,2,0,0," ",1709,1782,32,127,34848,0.766954,0,0
2399,842,0,0,2,266898.8,TP7_5,27.35,5.749997,169.9993,1569.999,119.7756,99.29691,120.6237,25.45158,-86.03189,15,3.196796E+07,321943.2,5,3,0,0,0,1,14.86202,14.87397,0,0,174.8096,265.47,1520.727,25,2,0,0," ",1736,1782,32,127,32768,0.766954,0,0
2399,843,0,0,2,266898.8,TP7_5,27.75,5.749997,169.9993,1569.999,120.3698,98.53495,122.1595,23.83269,-74.50139,15,3.212656E+07,326042.3,6,3,0,0,0,1,14.86278,14.87341,0,0,186.2537,279.3483,1517.794,25,2,0,0," ",1763,1782,32,127,32768,0.766954,0,0
2399,844,0,0,2,266904.5,TP7_5,28.15,5.749997,170.0029,1569.999,122.4048,98.71968,123.9923,34.3362,-77.80516,15,3.26704E+07,330941.1,7,3,0,0,0,1,14.86221,14.87329,0,0,177.4828,267.9715,1515.779,25,2,0,0," ",1789,1782,33,127,32768,0.766954,0,0
2399,845,0,0,2,266898.8,TP7_5,28.55,5.749997,169.9993,1569.999,125.8185,102.4739,122.781,32.62419,-77.23272,5,3.358081E+07,327701.1,8,3,0,0,0,1,14.86249,14.87354,0,0,187.1438,286.7217,1510.606,25,2,0,0," ",1816,1782,33,127,34848,0.766954,0,0
2399,846,0,0,2,266898.8,TP7_5,28.95,5.749997,169.9993,1569.999,129.8038,103.4524,125.472,32.27227,-86.05859,5,3.464446E+07,334883.2,9,3,0,0,0,1,14.86252,14.87356,0,0,192.231,301.1256,1553.879,25,2,0,0," ",1843,1782,33,127,34848,0.766954,0,0
2399,847,0,0,2,266900.2,TP7_5,29.35,5.749997,170,1570.001,132.8556,102.7625,129.2842,15.45553,-80.82033,5,3.545918E+07,345059.7,10,3,0,0,0,1,14.85878,14.87319,0,0,186.0638,289.8672,1542.445,24,2,0,0," ",75,1844,32,126,34848,0.766954,0,0
2399,848,0,0,2,266903.1,TP7_6,42.55,6.749997,170.002,1569.999,96.83251,86.22141,112.3068,18.87941,-61.14647,1,2.58449E+07,299750.4,1,3,0,0,0,1,14.86117,14.8718,0,0,137.6664,260.9802,1510.708,24,2,0,0," ",963,1775,33,127,0,0.766954,0,0
2399,849,0,0,2,266897.3,TP7_6,42.95,6.749997,169.9984,1569.999,102.6753,88.39882,116.1501,16.202,-58.71213,1,2.740376E+07,310001.4,2,3,0,0,0,1,14.86136,14.87183,0,0,165.1114,263.8907,1535.623,24,2,0,0," ",990,1775,33,126,0,0.766954,0,0
2399,850,0,0,2,266901.7,TP7_6,43.35,6.749997,170.0011,1569.999,100.5005,87.32603,115.0866,17.21989,-65.55658,1,2.682376E+07,307168,3,3,0,0,0,1,14.8615,14.87232,0,0,158.733,245.7535,1529.712,24,2,0,0," ",1017,1775,33,126,0,0.766954,0,0
2399,851,0,0,2,266895.9,TP7_6,43.75,6.749997,169.9975,1569.999,100.9778,87.61921,115.2461,11.45103,-53.29045,1,2.695055E+07,307587.3,4,3,0,0,0,1,14.86167,14.87209,0,0,160.3501,249.9671,1525.814,24,2,0,0," ",1044,1774,33,127,0,0.766954,0,0
2399,852,0,0,2,266898.8,TP7_6,44.15,6.749997,169.9993,1569.999,103.0514,88.93166,115.877,10.99212,-34.66455,1,2.750428E+07,309274.4,5,3,0,0,0,1,14.86177,14.87231,0,0,153.7934,273.9703,1512.238,24,2,0,0," ",1071,1774,33,127,0,0.766954,0,0
2399,853,0,0,2,266904.5,TP7_6,44.55,6.749997,170.0029,1569.999,102.2458,91.04514,112.3023,4.528232,-65.16986,1,2.728986E+07,299739.9,6,3,0,0,0,1,14.86189,14.87273,0,0,165.5353,265.854,1504.54,24,2,0,0," ",1098,1774,33,127,0,0.766954,0,0
2399,854,0,0,2,266898.8,TP7_6,44.95,6.749997,169.9993,1569.999,95.80759,87.61722,109.3479,17.52538,-74.8139,1,2.557093E+07,291848.3,7,3,0,0,0,1,14.8621,14.87273,0,0,160.3825,259.352,1502.373,24,2,0,0," ",1125,1774,32,127,0,0.766954,0,0
2399,855,0,0,2,266904.5,TP7_6,45.35,6.749997,170.0029,1569.999,99.46825,87.66116,113.469,13.86069,-75.15973,1,2.654852E+07,302853.8,8,3,0,0,0,1,14.86215,14.87219,0,0,161.7809,257.3009,1540.068,24,2,0,0," ",1152,1774,32,127,0,0.766954,0,0
2399,856,0,0,2,266895.9,TP7_6,45.75,6.749997,169.9975,1569.999,97.17417,85.7365,113.3405,13.65948,-67.03687,1,2.593539E+07,302501.2,9,3,0,0,0,1,14.86232,14.87207,0,0,149.5319,256.0558,1521.092,24,2,0,0," ",1179,1774,32,127,0,0.766954,0,0
2399,857,0,0,2,266895.9,TP7_6,46.15,6.749997,169.9975,1569.999,98.20885,85.42001,114.9717,16.90161,-59.26423,1,2.621154E+07,306854.8,10,3,0,0,0,1,14.86238,14.87234,0,0,146.3217,253.9432,1513.248,24,2,0,0," ",1206,1774,32,127,0,0.766954,0,0
2399,858,0,0,2,266898.5,TP7_7,59.35,7.749997,169.9993,1569.998,93.4432,83.15379,112.3739,32.36728,-62.79799,1,2.493985E+07,299924.3,1,3,0,0,0,1,14.86532,14.87168,0,0,138.7112,255.7409,1523.94,23,2,0,0," ",1726,1792,33,127,0,0.766954,0,0
2399,859,0,0,2,266892.8,TP7_7,59.75,7.749997,169.9957,1569.998,94.53262,83.73676,112.8926,26.37677,-60.8786,1,2.523007E+07,301302.3,2,3,0,0,0,1,14.86506,14.872,0,0,142.7911,271.0787,1519.146,23,2,0,0," ",1753,1792,33,127,0,0.766954,0,0
2399,860,0,0,2,266892.8,TP7_7,60.15,7.749997,169.9957,1569.998,92.19574,85.66704,107.621,28.17801,-62.07228,1,2.460638E+07,287232.8,3,3,0,0,0,1,14.86568,14.87179,0,0,158.0051,233.8587,1504.02,23,2,0,0," ",1780,1792,33,127,0,0.766954,0,0
2399,861,0,0,2,266904.2,TP7_7,60.55,7.749997,170.0029,1569.998,93.08324,85.66557,108.6589,29.59984,-70.20795,1,2.484431E+07,290015.1,4,3,0,0,0,1,14.86524,14.87158,0,0,156.7775,246.4778,1479.942,23,2,0,0," ",1806,1792,33,127,0,0.766954,0,0
2399,862,0,0,2,266898.5,TP7_7,60.95,7.749997,169.9993,1569.998,94.18816,85.95163,109.5827,32.37363,-71.18492,1,2.513868E+07,292474.7,5,3,0,0,0,1,14.86574,14.87164,0,0,161.7315,262.7128,1468.693,23,2,0,0," ",1833,1792,33,127,0,0.766954,0,0
2399,863,0,0,2,266904.2,TP7_7,61.35,7.749997,170.0029,1569.998,91.41141,82.84486,110.3405,30.75819,-59.23001,1,2.439809E+07,294503.3,6,3,0,0,0,1,14.86555,14.87149,0,0,148.6581,253.1209,1505.267,23,2,0,0," ",1860,1792,33,127,0,0.766954,0,0
2399,864,0,0,2,266898.4,TP7_7,61.75,7.749997,169.9993,1569.998,99.59846,88.07987,113.0774,32.76143,-61.28008,1,2.658267E+07,301801.9,7,3,0,0,0,1,14.86549,14.87162,0,0,167.568,270.7618,1475.95,23,2,0,0," ",1887,1792,32,127,0,0.766954,0,0
2399,865,0,0,2,266898.5,TP7_7,62.15,7.749997,169.9993,1569.998,95.15037,84.18784,113.0215,37.33323,-66.95766,1,2.539549E+07,301652.7,8,3,0,0,0,1,14.86651,14.87141,0,0,152.9097,270.1887,1512.656,23,2,0,0," ",1914,1792,32,127,0,0.766954,0,0
2399,866,0,0,2,266904.2,TP7_7,62.55,7.749997,170.0029,1569.998,93.90553,81.92197,114.628,38.46381,-62.31223,1,2.506378E+07,305947,9,3,0,0,0,1,14.8665,14.87186,0,0,148.271,283.7393,1514.541,23,2,0,0," ",1941,1792,32,126,0,0.766954,0,0
2399,867,0,0,2,266897.3,TP7_7,62.95,7.749997,169.9982,1570.001,104.1956,89.44592,116.4901,6.551778,-76.18795,1,2.780953E+07,310908.9,10,3,0,0,0,1,14.85324,14.8624,0,0,163.8622,257.727,1521.029,14,2,0,0," ",70,1646,32,126,0,0.766954,0,0
2399,868,0,0,2,266900.2,TP98,5.049997,12.25,170.0002,1569.999,91.4948,85.12543,107.4823,31.53309,-23.47609,1,2.441998E+07,286870.6,1,3,0,0,0,1,14.85062,14.86329,0,0,164.4318,275.0365,1482.397,25,2,0,0," ",234,1348,33,126,0,0.766954,0,0
2399,869,0,0,2,266899.5,TP98,5.449997,12.25,169.9997,1569.999,93.21953,86.27363,108.051,28.29321,-51.59737,1,2.488025E+07,288387.7,2,3,0,0,0,1,14.8528,14.86341,0,0,171.406,268.0688,1477.284,25,2,0,0," ",260,1348,34,126,0,0.766954,0,0
2399,870,0,0,2,266900.2,TP98,5.849997,12.25,170.0002,1569.999,89.06704,80.97602,109.9919,25.43887,-31.51032,1,2.377201E+07,293568.5,3,3,0,0,0,1,14.85407,14.86339,0,0,149.6417,269.9272,1517.282,25,2,0,0," ",287,1348,34,126,0,0.766954,0,0
2399,871,0,0,2,266900.2,TP98,6.249997,12.25,170.0002,1569.999,94.42102,86.91854,108.6316,26.45827,-33.3389,1,2.520099E+07,289938,4,3,0,0,0,1,14.8558,14.86568,0,0,163.7669,276.1638,1477.58,25,2,0,0," ",314,1348,34,126,0,0.766954,0,0
2399,872,0,0,2,266900.3,TP98,6.649997,12.25,170.0002,1569.999,90.38853,83.41281,108.3629,24.37942,-30.72311,1,2.412472E+07,289220.8,5,3,0,0,0,1,14.85652,14.86614,0,0,152.5322,270.709,1514.617,25,2,0,0," ",341,1348,34,126,0,0.766954,0,0
2399,873,0,0,2,266899.5,TP98,7.049997,12.25,169.9997,1569.999,93.58524,86.60394,108.0612,24.45889,-27.09712,1,2.497785E+07,288414.8,6,3,0,0,0,1,14.85632,14.86604,0,0,156.5217,273.752,1505.242,25,2,0,0," ",368,1348,34,126,0,0.766954,0,0
2399,874,0,0,2,266900.3,TP98,7.449997,12.25,170.0002,1569.999,92.31841,83.98931,109.9168,24.68476,-29.56214,1,2.463981E+07,293368.3,7,3,0,0,0,1,14.85638,14.86636,0,0,156.5005,258.8681,1508.026,25,2,0,0," ",395,1348,34,126,0,0.766954,0,0
2399,875,0,0,2,266900.2,TP98,7.849997,12.25,170.0002,1569.999,95.40256,88.45506,107.8543,22.74538,-24.61279,1,2.546296E+07,287863.3,8,3,0,0,0,1,14.85531,14.86822,0,0,163.3752,241.8866,1512.918,25,2,0,0," ",422,1348,33,126,0,0.766954,0,0
